Time	Author	Year	Study	Region	Taxa	Fresh	Antarctic	S.Middle	Tropics	N.Middle	Arctic	Mtn	Island	Threatened	Endemic	Model.Type	Non.clim.threat	Land.Use.Change	Dispersal	Sp.int	Physiology	Adaptation	Pop.diff	Demography.LH	Earth.Sys	Other	Other.Habitat	Disp.Mod	Scenario	Climate.Mod	Pre.Ind.Rise	Year.Pred	Threshold	N.Ext	Total.N	percent	WtSp	adj.perc	version	concat
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	0.8	1	30	0.033333333	30	0.026666667	1	Agudelo2019SamericaAmphibiansYSDMYNNNNNNNNNNNoneRCP4.5IPCC20131.8520501
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	0.95	0	30	0	30	0	1	Agudelo2019SamericaAmphibiansYSDMYNNNNNNNNNNNoneRCP4.5IPCC20131.8520501
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	1	0	30	0	30	0	1	Agudelo2019SamericaAmphibiansYSDMYNNNNNNNNNNNoneRCP4.5IPCC20131.8520501
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	2.31	2050	0.8	10	30	0.333333333	30	0.266666667	1	Agudelo2019SamericaAmphibiansYSDMYNNNNNNNNNNNoneRCP8.5IPCC20132.3120501
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	2.31	2050	0.95	4	30	0.133333333	30	0.126666667	1	Agudelo2019SamericaAmphibiansYSDMYNNNNNNNNNNNoneRCP8.5IPCC20132.3120501
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	2.31	2050	1	4	30	0.133333333	30	0.133333333	1	Agudelo2019SamericaAmphibiansYSDMYNNNNNNNNNNNoneRCP8.5IPCC20132.3120501
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	0.8	3	30	0.1	30	0.08	1	Agudelo2019SamericaAmphibiansYSDMYYNNNNNNNNNNoneRCP4.5IPCC20131.8520501
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	0.95	1	30	0.033333333	30	0.031666667	1	Agudelo2019SamericaAmphibiansYSDMYYNNNNNNNNNNoneRCP4.5IPCC20131.8520501
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	1	1	30	0.033333333	30	0.033333333	1	Agudelo2019SamericaAmphibiansYSDMYYNNNNNNNNNNoneRCP4.5IPCC20131.8520501
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	0.8	3	30	0.1	30	0.08	2	Agudelo2019SamericaAmphibiansYSDMYYNNNNNNNNNNoneRCP4.5IPCC20131.8520502
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	0.95	1	30	0.033333333	30	0.031666667	2	Agudelo2019SamericaAmphibiansYSDMYYNNNNNNNNNNoneRCP4.5IPCC20131.8520502
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	1	1	30	0.033333333	30	0.033333333	2	Agudelo2019SamericaAmphibiansYSDMYYNNNNNNNNNNoneRCP4.5IPCC20131.8520502
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	2.31	2050	0.8	15	30	0.5	30	0.4	1	Agudelo2019SamericaAmphibiansYSDMYYNNNNNNNNNNoneRCP8.5IPCC20132.3120501
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	2.31	2050	0.95	6	30	0.2	30	0.19	1	Agudelo2019SamericaAmphibiansYSDMYYNNNNNNNNNNoneRCP8.5IPCC20132.3120501
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	2.31	2050	1	6	30	0.2	30	0.2	1	Agudelo2019SamericaAmphibiansYSDMYYNNNNNNNNNNoneRCP8.5IPCC20132.3120501
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	2.31	2050	0.8	13	30	0.433333333	30	0.346666667	2	Agudelo2019SamericaAmphibiansYSDMYYNNNNNNNNNNoneRCP8.5IPCC20132.3120502
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	2.31	2050	0.95	5	30	0.166666667	30	0.158333333	2	Agudelo2019SamericaAmphibiansYSDMYYNNNNNNNNNNoneRCP8.5IPCC20132.3120502
New	Agudelo	2019	Agudelo2019	Samerica	Amphibians	Y	N	N	Y	N	N	Y	N	Y	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	2.31	2050	1	5	30	0.166666667	30	0.166666667	2	Agudelo2019SamericaAmphibiansYSDMYYNNNNNNNNNNoneRCP8.5IPCC20132.3120502
New	Aguiar	2016	Aguiar2016	Samerica	Mammals	N	N	N	Y	N	N	N	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	0.8	36	114	0.315789474	114	0.252631579	1	Aguiar2016SamericaMammalsNSDMNNNNNNNNNNNNoneRCP4.5IPCC20131.8520501
New	Aguiar	2016	Aguiar2016	Samerica	Mammals	N	N	N	Y	N	N	N	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	0.95	9	114	0.078947368	114	0.075	1	Aguiar2016SamericaMammalsNSDMNNNNNNNNNNNNoneRCP4.5IPCC20131.8520501
New	Aguiar	2016	Aguiar2016	Samerica	Mammals	N	N	N	Y	N	N	N	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	1	0	114	0	114	0	1	Aguiar2016SamericaMammalsNSDMNNNNNNNNNNNNoneRCP4.5IPCC20131.8520501
New	Aguiar	2016	Aguiar2016	Samerica	Mammals	N	N	N	Y	N	N	N	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP4.5	IPCC2013	1.85	2050	0.8	28	114	0.245614035	114	0.196491228	1	Aguiar2016SamericaMammalsNSDMNNNNNNNNNNNUniversalRCP4.5IPCC20131.8520501
New	Aguiar	2016	Aguiar2016	Samerica	Mammals	N	N	N	Y	N	N	N	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP4.5	IPCC2013	1.85	2050	0.95	5	114	0.043859649	114	0.041666667	1	Aguiar2016SamericaMammalsNSDMNNNNNNNNNNNUniversalRCP4.5IPCC20131.8520501
New	Aguiar	2016	Aguiar2016	Samerica	Mammals	N	N	N	Y	N	N	N	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP4.5	IPCC2013	1.85	2050	1	0	114	0	114	0	1	Aguiar2016SamericaMammalsNSDMNNNNNNNNNNNUniversalRCP4.5IPCC20131.8520501
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	0.8	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNNoneRCP4.5IPCC20131.8520501
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	0.95	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNNoneRCP4.5IPCC20131.8520501
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	1.85	2050	1	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNNoneRCP4.5IPCC20131.8520501
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	2.1	2070	0.8	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNNoneRCP4.5IPCC20132.120701
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	2.1	2070	0.95	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNNoneRCP4.5IPCC20132.120701
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	2.1	2070	1	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNNoneRCP4.5IPCC20132.120701
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	2.31	2050	0.8	4	11	0.363636364	11	0.290909091	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNNoneRCP8.5IPCC20132.3120501
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	2.31	2050	0.95	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNNoneRCP8.5IPCC20132.3120501
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	2.31	2050	1	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNNoneRCP8.5IPCC20132.3120501
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	3.21	2070	0.8	4	11	0.363636364	11	0.290909091	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNNoneRCP8.5IPCC20133.2120701
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	3.21	2070	0.95	4	11	0.363636364	11	0.345454545	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNNoneRCP8.5IPCC20133.2120701
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	3.21	2070	1	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNNoneRCP8.5IPCC20133.2120701
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	RCP4.5	IPCC2013	1.85	2050	0.8	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNUniversalRCP4.5IPCC20131.8520501
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	RCP4.5	IPCC2013	1.85	2050	0.95	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNUniversalRCP4.5IPCC20131.8520501
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	RCP4.5	IPCC2013	1.85	2050	1	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNUniversalRCP4.5IPCC20131.8520501
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	RCP4.5	IPCC2013	2.1	2070	0.8	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNUniversalRCP4.5IPCC20132.120701
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	RCP4.5	IPCC2013	2.1	2070	0.95	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNUniversalRCP4.5IPCC20132.120701
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	RCP4.5	IPCC2013	2.1	2070	1	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNUniversalRCP4.5IPCC20132.120701
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	IPCC2013	2.31	2050	0.8	4	11	0.363636364	11	0.290909091	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNUniversalRCP8.5IPCC20132.3120501
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	IPCC2013	2.31	2050	0.95	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNUniversalRCP8.5IPCC20132.3120501
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	IPCC2013	2.31	2050	1	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNUniversalRCP8.5IPCC20132.3120501
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	IPCC2013	3.21	2070	0.8	4	11	0.363636364	11	0.290909091	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNUniversalRCP8.5IPCC20133.2120701
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	IPCC2013	3.21	2070	0.95	4	11	0.363636364	11	0.345454545	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNUniversalRCP8.5IPCC20133.2120701
New	Ahmadi	2019	Ahmadi2019	World	Reptiles	N	N	N	Y	Y	N	Y	S	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	IPCC2013	3.21	2070	1	0	11	0	11	0	1	Ahmadi2019WorldReptilesYSDMYNNNNNNNNNNUniversalRCP8.5IPCC20133.2120701
New	Alagador	2022	Alagador2022	Europe	Amphibians	Y	N	N	N	Y	N	S	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	Y	Fixed	SSP5-8.5	IPCC2021	2.55	2050	0.8	0	27	0	27	0	1	Alagador2022EuropeAmphibiansNSDMNNNNNNNNNNYFixedSSP5-8.5IPCC20212.5520501
